id,title,price,city,promo_price,url
3244546,Конструктор LEGO Minions Бойцы кунг-фу 75550,4429,Москва,2635,https://www.detmir.ru/product/index/id/3244546/
3405526,Конструктор LEGO DUPLO My First Единорог 10953,949,Москва,659,https://www.detmir.ru/product/index/id/3405526/
3405614,Конструктор LEGO Super Mario дополнительный набор загадочное испытание растения-пираньи 71382,3229,Москва,2099,https://www.detmir.ru/product/index/id/3405614/
3405544,Конструктор LEGO Disney Princess Королевская карета Золушки 43192,4309,Москва,3869,https://www.detmir.ru/product/index/id/3405544/
3599858,Конструктор магнитный Attivio 46деталей TY609,2499,Москва,1999,https://www.detmir.ru/product/index/id/3599858/
3599862,Конструктор магнитный Attivio 36 деталей TY607,3399,Москва,2199,https://www.detmir.ru/product/index/id/3599862/
3596756,Конструктор LEGO DUPLO Town Гоночные машины 10947,5389,Москва,3769,https://www.detmir.ru/product/index/id/3596756/
3244547,Конструктор LEGO Minions Миньоны и дом 75551,5629,Москва,,https://www.detmir.ru/product/index/id/3244547/
3608780,Конструктор SLUBAN ИСУ-152 M38-B0979,4999,Москва,2999,https://www.detmir.ru/product/index/id/3608780/
3596920,Конструктор LEGO City Wildlife Спасательный внедорожник для зверей 60301,4549,Москва,3999,https://www.detmir.ru/product/index/id/3596920/
3596876,Конструктор LEGO Technic Полноприводный грузовик-внедорожник Mercedes-Benz Zetros 42129,31189,Москва,,https://www.detmir.ru/product/index/id/3596876/
3620623,Конструктор LEGO Mickey and Friends Ферма Микки и Дональда 10775,3109,Москва,2399,https://www.detmir.ru/product/index/id/3620623/
3985290,Конструктор LEGO Super Heroes Бэтмобиль Тумблер 76240,26389,Москва,,https://www.detmir.ru/product/index/id/3985290/
3616379,Конструктор LampStory Развивающий детский с шуруповертом и отверткой,4150,Москва,1411,https://www.detmir.ru/product/index/id/3616379/
3777764,Конструктор LEGO City Occasions Новогодний календарь 60303,2029,Санкт-Петербург,,https://www.detmir.ru/product/index/id/3777764/
3599854,Конструктор магнитный Attivio 32детали TY605,1899,Санкт-Петербург,1499,https://www.detmir.ru/product/index/id/3599854/
3597052,Конструктор LEGO Jurassic World Скелет тираннозавра на выставке 76940,3349,Санкт-Петербург,,https://www.detmir.ru/product/index/id/3597052/
3308191,Конструктор Mega Construx Полицейская погоня GLK55,1499,Санкт-Петербург,,https://www.detmir.ru/product/index/id/3308191/
3596888,Конструктор LEGO City Stunt 60298,709,Санкт-Петербург,629,https://www.detmir.ru/product/index/id/3596888/
3599864,Конструктор магнитный Attivio 58 деталей TY612,3399,Санкт-Петербург,2299,https://www.detmir.ru/product/index/id/3599864/
3405655,Конструктор LEGO Technic Ferrari 488 GTE 42125,20269,Санкт-Петербург,,https://www.detmir.ru/product/index/id/3405655/
3596763,Конструктор LEGO Classic Вокруг света 11015,5389,Санкт-Петербург,4499,https://www.detmir.ru/product/index/id/3596763/
